frames,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
237,176.49646835521557,171.86989764584402,176.63353933657018,168.11134196037204,172.50414236027015,161.2545079875721,176.49646835521557,161.565051177078,177.82525588538996,180.0,166.9688425373277,180.0,169.33381324015517,180.0,180.0,180.0,180.0,174.7376046004049,169.14358665193774,174.5962086397503
238,180.0,175.2363583092738,176.63353933657018,164.74488129694222,172.50414236027015,161.2545079875721,180.0,158.06151953229352,177.82525588538996,177.82525588538996,174.5962086397503,174.54737801218747,169.33381324015517,180.0,180.0,180.0,180.0,174.7376046004049,169.14358665193774,180.0
239,159.70243022777132,164.74488129694222,176.63353933657018,175.2363583092738,161.565051177078,168.6900675259798,171.6561084159669,168.0463218118044,174.7376046004049,180.0,174.5962086397503,174.54737801218747,169.33381324015517,180.0,180.0,180.0,180.0,176.91234871501493,169.69515353123398,171.86989764584402
240,180.0,171.86989764584402,176.63353933657018,168.11134196037204,172.50414236027015,161.2545079875721,176.49646835521557,161.565051177078,177.82525588538996,180.0,166.9688425373277,180.0,177.53188208617146,166.75948008481282,176.63353933657018,171.5910882673993,176.91234871501493,174.88958243896877,172.07926009835893,174.5962086397503
241,176.49646835521557,171.86989764584402,180.0,164.74488129694222,172.50414236027015,161.2545079875721,176.49646835521557,166.8274465766731,174.7376046004049,174.5962086397503,180.0,174.54737801218747,174.5962086397503,174.7376046004049,180.0,176.6932535197575,176.6932535197575,174.7376046004049,169.14358665193774,180.0
242,176.49646835521557,168.36636600105956,180.0,164.74488129694222,172.50414236027015,161.2545079875721,176.49646835521557,166.8274465766731,174.7376046004049,174.5962086397503,180.0,174.54737801218747,174.5962086397503,174.7376046004049,180.0,176.6932535197575,176.6932535197575,174.7376046004049,169.14358665193774,180.0
243,171.73282666448938,176.63353933657018,176.63353933657018,168.11134196037204,172.50414236027015,164.87599269168942,171.6561084159669,168.0463218118044,176.91234871501493,172.42146452514024,180.0,177.27368900609375,166.6075022462489,180.0,180.0,180.0,180.0,174.7376046004049,169.14358665193774,180.0
244,171.86989764584402,171.86989764584402,180.0,164.74488129694222,172.50414236027015,164.87599269168942,171.6561084159669,168.0463218118044,176.91234871501493,180.0,166.9688425373277,180.0,177.53188208617146,171.8019311539837,176.6932535197575,176.6932535197575,176.6932535197575,171.43085812016236,171.86989764584402,174.8055710922652
245,163.32391493188865,168.36636600105956,180.0,168.36636600105956,168.64491719685978,165.11373315098245,172.8749836510982,163.73979529168807,180.0,180.0,169.69515353123398,174.8055710922652,174.88958243896877,177.82525588538996,166.32869286780416,171.5910882673993,180.0,174.7376046004049,169.14358665193774,174.5962086397503
246,180.0,168.6900675259798,176.82016988013575,164.74488129694222,172.50414236027015,161.2545079875721,176.49646835521557,166.8274465766731,180.0,169.33381324015517,180.0,174.54737801218747,174.5962086397503,174.7376046004049,176.6932535197575,176.6932535197575,176.6932535197575,171.43085812016236,171.86989764584402,174.8055710922652
247,176.63353933657018,172.0565281894096,176.82016988013575,164.74488129694222,172.50414236027015,168.5912817971182,164.39605285494326,168.50343698241423,180.0,180.0,169.69515353123398,177.27368900609375,177.53188208617146,171.8019311539837,176.6932535197575,180.0,176.6932535197575,174.7376046004049,171.86989764584402,171.86989764584402
248,176.63353933657018,172.0565281894096,176.82016988013575,168.36636600105956,168.88265765615282,168.5912817971182,164.39605285494326,171.5910882673993,176.6932535197575,166.02706675991266,180.0,177.27368900609375,174.8055710922652,171.8019311539837,176.6932535197575,180.0,176.6932535197575,176.91234871501493,169.69515353123398,174.8055710922652
249,163.32391493188865,165.18653588119534,180.0,165.18653588119534,168.64491719685978,168.8290222564112,164.39605285494326,171.5910882673993,176.6932535197575,166.02706675991266,180.0,177.27368900609375,174.8055710922652,171.8019311539837,174.9575489308291,174.9575489308291,176.6932535197575,171.43085812016236,171.86989764584402,174.8055710922652
250,161.565051177078,161.565051177078,180.0,165.18653588119534,168.88265765615282,168.5912817971182,167.94081931053813,173.08877288097534,166.75948008481282,180.0,180.0,174.8055710922652,174.8055710922652,171.8019311539837,176.6932535197575,180.0,180.0,171.43085812016236,169.14358665193774,180.0
251,178.60281897270363,173.453709216706,176.82016988013575,168.36636600105956,168.88265765615282,168.5912817971182,164.39605285494326,171.5910882673993,180.0,169.33381324015517,180.0,180.0,172.07926009835893,171.8019311539837,176.6932535197575,180.0,176.6932535197575,180.0,163.88119125234266,180.0
252,176.63353933657018,168.6900675259798,180.0,165.18653588119534,172.19359917076423,165.28034028250676,167.94081931053813,173.08877288097534,166.75948008481282,177.53188208617146,180.0,180.0,172.07926009835893,171.8019311539837,174.9575489308291,174.9575489308291,174.9575489308291,169.69515353123398,166.67546873810923,180.0
253,176.63353933657018,172.0565281894096,180.0,165.18653588119534,168.88265765615282,161.2545079875721,180.0,160.23626364690358,180.0,177.82525588538996,169.14358665193774,180.0,180.0,169.33381324015517,176.6932535197575,180.0,176.6932535197575,174.7376046004049,171.86989764584402,171.86989764584402
254,178.60281897270363,173.453709216706,180.0,165.18653588119534,168.88265765615282,164.87599269168942,176.37851529588266,163.32391493188865,176.91234871501493,180.0,166.9688425373277,180.0,180.0,169.33381324015517,176.6932535197575,176.6932535197575,176.6932535197575,173.60560223477242,169.69515353123398,171.86989764584402
255,178.60281897270363,173.453709216706,180.0,165.18653588119534,172.6632261904539,164.81071326281713,172.6632261904539,163.32391493188865,176.91234871501493,180.0,166.9688425373277,180.0,180.0,172.42146452514024,173.60560223477242,180.0,176.6932535197575,180.0,166.6075022462489,171.86989764584402
256,180.0,173.453709216706,180.0,173.453709216706,160.61548432064217,172.3718503314193,168.88265765615282,163.32391493188865,180.0,171.8019311539837,177.53188208617146,180.0,172.07926009835893,174.88958243896877,173.60560223477242,180.0,176.6932535197575,180.0,166.6075022462489,180.0
257,180.0,171.5910882673993,178.13737905069334,173.453709216706,160.61548432064217,172.3718503314193,168.88265765615282,163.32391493188865,180.0,171.8019311539837,177.53188208617146,180.0,172.07926009835893,171.8019311539837,180.0,176.6932535197575,176.6932535197575,180.0,166.6075022462489,180.0
258,175.2363583092738,170.19390724010293,178.13737905069334,168.6900675259798,169.15969454566945,164.81071326281713,172.6632261904539,163.32391493188865,176.6932535197575,166.02706675991266,180.0,180.0,172.07926009835893,171.8019311539837,176.6932535197575,176.6932535197575,176.6932535197575,173.60560223477242,169.69515353123398,177.27368900609375
259,180.0,171.5910882673993,178.13737905069334,173.453709216706,164.39605285494326,164.81071326281713,172.6632261904539,166.63066141213116,173.60560223477242,180.0,169.69515353123398,177.27368900609375,180.0,174.5962086397503,169.69515353123398,178.26429541107163,176.6932535197575,180.0,163.88119125234266,180.0
260,176.63353933657018,174.9575489308291,178.13737905069334,165.18653588119534,172.6632261904539,164.81071326281713,172.6632261904539,166.63066141213116,176.6932535197575,174.7376046004049,171.86989764584402,177.27368900609375,180.0,174.5962086397503,171.43085812016236,180.0,180.0,176.6932535197575,163.88119125234266,180.0
261,167.10625595511786,167.10625595511786,175.04972776570824,168.6900675259798,168.6900675259798,169.29864927610086,168.64491719685978,166.63066141213116,171.43085812016236,180.0,171.86989764584402,177.27368900609375,180.0,172.42146452514024,171.86989764584402,174.9575489308291,174.9575489308291,169.69515353123398,169.14358665193774,177.53188208617146
262,176.63353933657018,168.50343698241423,175.04972776570824,168.6900675259798,169.15969454566945,168.5912817971182,168.88265765615282,171.73282666448938,166.32869286780416,180.0,171.86989764584402,177.27368900609375,180.0,174.5962086397503,171.43085812016236,176.6932535197575,176.6932535197575,176.6932535197575,166.6075022462489,177.27368900609375
263,178.13737905069334,180.0,180.0,173.453709216706,163.92642583525364,169.29864927610086,168.64491719685978,168.36636600105956,169.69515353123398,177.82525588538996,166.9688425373277,180.0,180.0,172.42146452514024,173.60560223477242,176.6932535197575,174.9575489308291,169.69515353123398,171.86989764584402,174.8055710922652
264,178.13737905069334,180.0,180.0,168.6900675259798,169.15969454566945,168.5912817971182,168.88265765615282,171.73282666448938,166.32869286780416,180.0,174.5962086397503,177.27368900609375,171.86989764584402,180.0,169.69515353123398,178.26429541107163,176.6932535197575,176.91234871501493,169.69515353123398,177.27368900609375
265,176.82016988013575,175.04972776570824,180.0,163.73979529168807,169.15969454566945,168.8290222564112,168.64491719685978,168.36636600105956,171.86989764584402,180.0,169.69515353123398,180.0,169.69515353123398,177.82525588538996,166.32869286780416,166.32869286780416,169.69515353123398,169.69515353123398,171.86989764584402,171.86989764584402
266,176.82016988013575,175.04972776570824,180.0,163.73979529168807,169.15969454566945,168.5912817971182,172.50414236027015,164.74488129694222,171.86989764584402,177.82525588538996,174.5962086397503,177.27368900609375,171.86989764584402,180.0,169.69515353123398,169.69515353123398,169.69515353123398,171.86989764584402,169.69515353123398,177.27368900609375
267,180.0,175.04972776570824,180.0,168.6900675259798,169.15969454566945,168.5912817971182,172.50414236027015,164.74488129694222,171.86989764584402,177.82525588538996,174.5962086397503,177.27368900609375,171.86989764584402,180.0,169.69515353123398,169.69515353123398,169.69515353123398,171.86989764584402,169.69515353123398,177.27368900609375
268,176.82016988013575,175.04972776570824,180.0,163.73979529168807,172.8749836510982,164.87599269168942,168.88265765615282,168.36636600105956,174.9575489308291,171.8019311539837,180.0,174.8055710922652,174.8055710922652,171.8019311539837,176.6932535197575,176.6932535197575,176.6932535197575,171.43085812016236,171.86989764584402,177.27368900609375
269,176.91234871501493,178.13737905069334,180.0,176.82016988013575,161.02959219151347,172.40535663140858,161.565051177078,178.7811247648687,159.8482529657881,180.0,177.06432655357884,177.06432655357884,166.67546873810923,177.82525588538996,173.60560223477242,180.0,176.6932535197575,180.0,166.6075022462489,174.8055710922652
270,180.0,180.0,180.0,167.10625595511786,165.79323388223963,172.40535663140858,165.06858282186246,171.73282666448938,168.50343698241423,176.91234871501493,166.6075022462489,180.0,177.27368900609375,174.5962086397503,169.69515353123398,178.26429541107163,176.6932535197575,180.0,166.6075022462489,174.8055710922652
271,180.0,180.0,175.04972776570824,168.6900675259798,172.8749836510982,164.87599269168942,172.50414236027015,164.74488129694222,171.86989764584402,177.82525588538996,174.5962086397503,174.54737801218747,180.0,174.5962086397503,171.43085812016236,180.0,180.0,176.6932535197575,166.6075022462489,180.0
272,180.0,180.0,175.04972776570824,168.6900675259798,169.15969454566945,176.21943146569893,164.87599269168942,168.11134196037204,166.32869286780416,177.82525588538996,169.69515353123398,177.27368900609375,180.0,174.5962086397503,171.43085812016236,180.0,176.6932535197575,180.0,166.6075022462489,177.27368900609375
273,180.0,180.0,180.0,163.73979529168807,169.15969454566945,172.40535663140858,168.6900675259798,168.11134196037204,168.50343698241423,176.91234871501493,166.6075022462489,177.27368900609375,180.0,172.42146452514024,173.60560223477242,180.0,176.6932535197575,180.0,166.6075022462489,174.8055710922652
274,180.0,180.0,176.91234871501493,170.19390724010293,165.79323388223963,172.40535663140858,168.6900675259798,168.11134196037204,171.5910882673993,176.91234871501493,169.69515353123398,180.0,177.27368900609375,172.42146452514024,173.60560223477242,180.0,176.6932535197575,176.91234871501493,169.69515353123398,177.27368900609375
275,180.0,180.0,180.0,167.10625595511786,165.79323388223963,172.40535663140858,168.6900675259798,168.11134196037204,168.50343698241423,176.91234871501493,169.33381324015517,177.27368900609375,171.86989764584402,180.0,174.7376046004049,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,177.27368900609375
276,177.12656150240647,180.0,180.0,167.10625595511786,165.79323388223963,176.21943146569893,161.2545079875721,171.73282666448938,168.50343698241423,176.91234871501493,166.6075022462489,177.27368900609375,169.14358665193774,180.0,174.7376046004049,174.9575489308291,180.0,169.69515353123398,171.86989764584402,174.8055710922652
277,177.12656150240647,180.0,180.0,167.10625595511786,165.79323388223963,172.40535663140858,168.6900675259798,168.11134196037204,168.50343698241423,180.0,169.69515353123398,177.27368900609375,169.14358665193774,180.0,174.7376046004049,174.9575489308291,180.0,169.69515353123398,171.86989764584402,174.8055710922652
278,177.12656150240647,180.0,180.0,171.86989764584402,161.02959219151347,172.40535663140858,168.6900675259798,164.74488129694222,174.9575489308291,180.0,166.6075022462489,180.0,171.86989764584402,177.06432655357884,171.8019311539837,174.9575489308291,178.26429541107163,171.43085812016236,174.5962086397503,169.14358665193774
279,177.7630209365623,180.0,177.12656150240647,168.50343698241423,168.11134196037204,168.6900675259798,168.6900675259798,168.11134196037204,171.5910882673993,180.0,166.6075022462489,177.27368900609375,166.9688425373277,180.0,180.0,180.0,168.50343698241423,166.32869286780416,174.5962086397503,169.14358665193774
280,180.0,177.12656150240647,180.0,168.50343698241423,168.11134196037204,168.6900675259798,168.6900675259798,168.11134196037204,171.5910882673993,180.0,166.6075022462489,180.0,177.27368900609375,172.42146452514024,173.60560223477242,176.6932535197575,174.9575489308291,169.69515353123398,171.86989764584402,177.27368900609375
281,180.0,177.12656150240647,180.0,171.86989764584402,164.74488129694222,164.87599269168942,176.21943146569893,164.39605285494326,171.5910882673993,180.0,166.6075022462489,177.27368900609375,169.14358665193774,180.0,171.43085812016236,171.43085812016236,169.69515353123398,174.9575489308291,166.6075022462489,177.27368900609375
282,180.0,177.12656150240647,180.0,171.86989764584402,164.74488129694222,164.87599269168942,176.21943146569893,164.39605285494326,171.5910882673993,180.0,166.6075022462489,177.27368900609375,169.14358665193774,180.0,171.43085812016236,171.43085812016236,169.69515353123398,174.9575489308291,166.6075022462489,180.0
283,180.0,177.12656150240647,180.0,171.86989764584402,164.74488129694222,164.87599269168942,176.21943146569893,164.39605285494326,171.5910882673993,180.0,166.6075022462489,177.27368900609375,169.14358665193774,180.0,171.43085812016236,171.43085812016236,169.69515353123398,174.9575489308291,169.33381324015517,172.07926009835893
284,169.96074521284766,177.29512401426436,174.88958243896877,171.86989764584402,168.36636600105956,168.88265765615282,164.87599269168942,172.8749836510982,166.8274465766731,180.0,171.8019311539837,177.53188208617146,172.07926009835893,177.06432655357884,174.7376046004049,176.6932535197575,176.6932535197575,176.6932535197575,163.3007557660064,180.0
285,180.0,174.88958243896877,180.0,171.86989764584402,164.74488129694222,168.6900675259798,172.40535663140858,164.39605285494326,171.5910882673993,180.0,169.33381324015517,180.0,169.14358665193774,180.0,180.0,169.69515353123398,180.0,174.9575489308291,166.6075022462489,171.86989764584402
286,169.96074521284766,180.0,172.18470645323313,171.86989764584402,168.36636600105956,168.88265765615282,164.87599269168942,172.8749836510982,166.8274465766731,180.0,171.8019311539837,177.53188208617146,172.07926009835893,177.06432655357884,174.7376046004049,174.9575489308291,174.9575489308291,180.0,166.6075022462489,180.0
287,175.0208941560017,177.29512401426436,174.88958243896877,171.86989764584402,168.36636600105956,165.06858282186246,172.40535663140858,167.94081931053813,173.08877288097534,166.75948008481282,180.0,174.8055710922652,174.8055710922652,177.06432655357884,174.7376046004049,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,177.27368900609375
288,173.51692630710275,177.29512401426436,174.88958243896877,175.04972776570824,165.18653588119534,165.06858282186246,172.40535663140858,167.94081931053813,168.0463218118044,180.0,171.8019311539837,177.53188208617146,172.07926009835893,177.06432655357884,174.7376046004049,174.9575489308291,174.9575489308291,180.0,166.6075022462489,180.0
289,175.0208941560017,180.0,172.18470645323313,171.86989764584402,168.36636600105956,165.06858282186246,172.40535663140858,164.39605285494326,171.5910882673993,180.0,171.8019311539837,174.8055710922652,180.0,166.6075022462489,180.0,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,174.8055710922652
290,180.0,180.0,175.05814495082666,168.9964591482505,161.02959219151347,176.21943146569893,164.87599269168942,168.11134196037204,171.5910882673993,180.0,169.33381324015517,177.27368900609375,177.27368900609375,174.5962086397503,171.43085812016236,176.6932535197575,176.6932535197575,176.6932535197575,166.6075022462489,177.27368900609375
291,180.0,175.0208941560017,172.18470645323313,171.86989764584402,168.36636600105956,165.06858282186246,172.40535663140858,167.94081931053813,168.0463218118044,180.0,171.8019311539837,174.8055710922652,174.8055710922652,177.06432655357884,174.7376046004049,174.9575489308291,176.82016988013575,172.8749836510982,171.86989764584402,177.27368900609375
292,177.51044707800085,172.56859202882748,180.0,165.6299984848207,171.73282666448938,165.06858282186246,168.6900675259798,176.37851529588266,163.32391493188865,180.0,166.6075022462489,177.27368900609375,169.14358665193774,177.06432655357884,171.8019311539837,174.9575489308291,178.26429541107163,171.43085812016236,171.86989764584402,180.0
293,180.0,175.0208941560017,172.18470645323313,171.86989764584402,168.36636600105956,165.06858282186246,172.8749836510982,167.47119229084848,168.0463218118044,180.0,171.8019311539837,174.8055710922652,169.69515353123398,177.82525588538996,180.0,177.82525588538996,168.50343698241423,166.32869286780416,171.86989764584402,180.0
294,175.0208941560017,180.0,172.18470645323313,171.86989764584402,168.36636600105956,161.2545079875721,176.21943146569893,167.94081931053813,168.0463218118044,180.0,171.8019311539837,174.8055710922652,174.8055710922652,180.0,168.4951846737412,178.26429541107163,174.9575489308291,174.7376046004049,171.86989764584402,180.0
295,180.0,180.0,167.20560060923484,175.04972776570824,161.565051177078,168.6900675259798,172.8749836510982,172.19359917076423,163.32391493188865,171.8019311539837,180.0,177.53188208617146,172.07926009835893,180.0,169.93931020467704,176.82016988013575,176.82016988013575,169.93931020467704,174.8055710922652,177.27368900609375
296,180.0,177.51044707800085,169.69515353123398,175.04972776570824,161.565051177078,168.6900675259798,172.8749836510982,172.19359917076423,163.32391493188865,171.8019311539837,180.0,177.53188208617146,172.07926009835893,180.0,169.93931020467704,176.82016988013575,174.9575489308291,174.7376046004049,166.67546873810923,174.8055710922652
297,180.0,177.51044707800085,172.18470645323313,171.86989764584402,168.36636600105956,165.06858282186246,176.18592516570965,167.8686789333675,167.6446401349165,171.43085812016236,177.06432655357884,177.53188208617146,172.07926009835893,180.0,171.8019311539837,176.6932535197575,180.0,176.6932535197575,166.6075022462489,180.0
298,180.0,172.31601817026603,180.0,166.75948008481282,168.36636600105956,165.06858282186246,176.18592516570965,164.16025077623706,168.0463218118044,180.0,174.7376046004049,174.5962086397503,169.14358665193774,177.06432655357884,171.8019311539837,176.6932535197575,176.6932535197575,180.0,166.6075022462489,177.27368900609375
299,177.29512401426436,172.31601817026603,177.7630209365623,174.03891021742143,163.32391493188865,172.6632261904539,161.09542415738835,175.36453657309735,164.33789365467393,180.0,174.7376046004049,174.5962086397503,172.07926009835893,177.06432655357884,180.0,169.69515353123398,178.26429541107163,176.6932535197575,166.6075022462489,177.27368900609375
300,175.0208941560017,180.0,172.18470645323313,180.0,156.61477894278624,175.8150838748816,169.06090881680785,165.37912601136836,166.8274465766731,180.0,171.8019311539837,174.8055710922652,174.8055710922652,180.0,171.8019311539837,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,180.0
301,175.0208941560017,180.0,175.05814495082666,175.1666342432801,158.57470620191262,172.26640190097714,168.8290222564112,169.15969454566945,166.8274465766731,180.0,171.8019311539837,174.8055710922652,174.8055710922652,180.0,171.8019311539837,174.9575489308291,180.0,166.75948008481282,174.8055710922652,177.27368900609375
302,177.51044707800085,177.51044707800085,175.05814495082666,175.1666342432801,158.57470620191262,172.26640190097714,168.8290222564112,169.15969454566945,166.8274465766731,180.0,171.8019311539837,174.8055710922652,174.8055710922652,180.0,171.8019311539837,174.9575489308291,180.0,166.75948008481282,169.6111421845304,174.8055710922652
303,180.0,172.31601817026603,177.7630209365623,172.17628926811474,165.18653588119534,172.6632261904539,164.81071326281713,172.6632261904539,168.36636600105956,166.75948008481282,177.06432655357884,174.5962086397503,172.07926009835893,180.0,171.8019311539837,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,180.0
304,180.0,177.51044707800085,172.56859202882748,168.9964591482505,168.36636600105956,172.6632261904539,164.81071326281713,172.6632261904539,163.32391493188865,174.7376046004049,180.0,174.5962086397503,172.07926009835893,180.0,171.8019311539837,174.9575489308291,174.9575489308291,176.91234871501493,169.69515353123398,180.0
305,180.0,177.51044707800085,169.69515353123398,180.0,156.61477894278624,176.28471089457122,164.81071326281713,172.6632261904539,163.32391493188865,180.0,171.8019311539837,174.8055710922652,180.0,169.69515353123398,180.0,176.91234871501493,174.9575489308291,169.69515353123398,174.5962086397503,177.27368900609375
306,180.0,172.31601817026603,174.88958243896877,180.0,160.23626364690358,168.88265765615282,168.5912817971182,172.6632261904539,163.32391493188865,180.0,174.7376046004049,171.86989764584402,174.8055710922652,180.0,171.8019311539837,176.6932535197575,176.6932535197575,180.0,166.6075022462489,180.0
307,180.0,175.0208941560017,172.18470645323313,175.04972776570824,165.18653588119534,172.6632261904539,164.81071326281713,172.6632261904539,163.32391493188865,180.0,171.8019311539837,174.8055710922652,180.0,171.86989764584402,174.7376046004049,176.6932535197575,176.6932535197575,180.0,166.6075022462489,180.0
308,180.0,175.0208941560017,172.18470645323313,180.0,160.23626364690358,172.19359917076423,165.7499673021964,168.6900675259798,166.8274465766731,176.91234871501493,180.0,172.42146452514024,172.07926009835893,180.0,166.75948008481282,169.69515353123398,169.69515353123398,171.86989764584402,169.69515353123398,177.27368900609375
309,177.51044707800085,177.51044707800085,172.18470645323313,180.0,160.23626364690358,172.6632261904539,164.81071326281713,172.6632261904539,160.23626364690358,176.91234871501493,176.91234871501493,172.42146452514024,172.07926009835893,180.0,166.75948008481282,166.75948008481282,166.75948008481282,174.9575489308291,163.88119125234266,177.53188208617146
310,177.51044707800085,177.51044707800085,175.05814495082666,172.17628926811474,165.18653588119534,172.6632261904539,164.81071326281713,169.15969454566945,170.13419305691565,176.6932535197575,174.7376046004049,171.86989764584402,174.8055710922652,180.0,171.8019311539837,174.9575489308291,174.9575489308291,174.7376046004049,174.5962086397503,177.27368900609375
311,175.05814495082666,180.0,167.20560060923484,180.0,167.10625595511786,165.32360686255,165.7499673021964,172.19359917076423,165.18653588119534,180.0,169.93931020467704,174.8055710922652,180.0,169.69515353123398,180.0,176.91234871501493,174.9575489308291,171.86989764584402,169.69515353123398,177.27368900609375
312,180.0,175.0208941560017,172.18470645323313,180.0,163.73979529168807,168.6900675259798,169.29864927610086,165.14138555207535,166.8274465766731,174.9575489308291,161.565051177078,174.8055710922652,174.8055710922652,171.86989764584402,166.32869286780416,163.393019421383,166.75948008481282,174.9575489308291,166.6075022462489,180.0
313,180.0,175.0208941560017,172.18470645323313,180.0,163.73979529168807,168.6900675259798,169.29864927610086,165.14138555207535,166.8274465766731,174.9575489308291,161.565051177078,174.8055710922652,174.8055710922652,169.69515353123398,180.0,176.91234871501493,171.5910882673993,168.50343698241423,169.69515353123398,177.27368900609375
314,177.51044707800085,177.51044707800085,172.18470645323313,180.0,163.73979529168807,169.15969454566945,164.81071326281713,172.6632261904539,163.32391493188865,174.9575489308291,164.29136217098426,180.0,180.0,166.9688425373277,180.0,180.0,171.86989764584402,174.9575489308291,171.8019311539837,169.6111421845304
315,177.51044707800085,177.51044707800085,172.18470645323313,176.91234871501493,163.32391493188865,176.37851529588266,161.09542415738835,172.6632261904539,163.32391493188865,176.6932535197575,168.4951846737412,177.53188208617146,177.27368900609375,171.86989764584402,180.0,174.7376046004049,174.9575489308291,174.9575489308291,171.8019311539837,169.6111421845304
316,177.51044707800085,177.51044707800085,172.18470645323313,180.0,160.23626364690358,172.6632261904539,168.5912817971182,164.16025077623706,173.08877288097534,174.9575489308291,174.7376046004049,171.86989764584402,180.0,174.8055710922652,171.8019311539837,176.6932535197575,176.6932535197575,180.0,169.33381324015517,177.27368900609375
317,180.0,175.0208941560017,175.05814495082666,172.17628926811474,168.6900675259798,172.8749836510982,161.565051177078,172.19359917076423,165.18653588119534,176.82016988013575,161.565051177078,174.8055710922652,169.6111421845304,177.06432655357884,180.0,174.7376046004049,174.9575489308291,174.9575489308291,166.6075022462489,177.27368900609375
318,180.0,175.0208941560017,177.29512401426436,174.88958243896877,160.23626364690358,172.6632261904539,168.8290222564112,172.26640190097714,159.70243022777132,174.9575489308291,166.75948008481282,177.53188208617146,177.27368900609375,171.86989764584402,180.0,177.82525588538996,171.86989764584402,180.0,161.565051177078,177.27368900609375
319,180.0,175.0208941560017,172.18470645323313,180.0,160.23626364690358,172.6632261904539,168.8290222564112,168.64491719685978,171.73282666448938,166.32869286780416,180.0,177.06432655357884,169.6111421845304,180.0,174.88958243896877,171.86989764584402,174.9575489308291,176.91234871501493,174.88958243896877,169.6111421845304
320,177.51044707800085,177.51044707800085,172.18470645323313,180.0,163.73979529168807,169.15969454566945,168.8290222564112,168.64491719685978,168.36636600105956,174.9575489308291,171.8019311539837,177.53188208617146,177.27368900609375,171.86989764584402,177.82525588538996,180.0,168.50343698241423,168.50343698241423,174.88958243896877,169.6111421845304
321,180.0,175.0208941560017,172.18470645323313,180.0,163.73979529168807,168.6900675259798,169.29864927610086,168.64491719685978,168.36636600105956,174.9575489308291,171.8019311539837,180.0,169.6111421845304,177.06432655357884,180.0,177.82525588538996,168.50343698241423,168.50343698241423,174.88958243896877,169.6111421845304
322,180.0,175.0208941560017,172.18470645323313,180.0,163.73979529168807,168.6900675259798,169.29864927610086,172.26640190097714,159.70243022777132,174.9575489308291,164.29136217098426,177.53188208617146,172.07926009835893,172.42146452514024,177.82525588538996,177.82525588538996,171.86989764584402,174.9575489308291,171.8019311539837,169.6111421845304
323,177.51044707800085,177.51044707800085,172.18470645323313,180.0,160.23626364690358,172.6632261904539,168.5912817971182,172.50414236027015,163.00917670801385,176.6932535197575,174.7376046004049,174.5962086397503,177.27368900609375,171.86989764584402,180.0,177.82525588538996,171.86989764584402,174.9575489308291,166.6075022462489,180.0
324,180.0,175.0208941560017,172.18470645323313,180.0,163.73979529168807,168.6900675259798,169.29864927610086,168.64491719685978,168.36636600105956,174.9575489308291,171.8019311539837,180.0,172.07926009835893,172.42146452514024,177.82525588538996,174.7376046004049,174.9575489308291,169.69515353123398,171.86989764584402,180.0
325,180.0,175.0208941560017,175.05814495082666,172.17628926811474,165.18653588119534,176.37851529588266,165.11373315098245,168.64491719685978,168.36636600105956,174.9575489308291,171.8019311539837,180.0,172.07926009835893,174.5962086397503,180.0,174.7376046004049,174.9575489308291,174.9575489308291,166.6075022462489,180.0
326,177.51044707800085,177.51044707800085,172.18470645323313,180.0,168.50343698241423,164.39605285494326,168.5912817971182,176.21943146569893,161.02959219151347,178.26429541107163,171.43085812016236,174.5962086397503,180.0,169.14358665193774,180.0,180.0,166.32869286780416,174.8978347476418,163.3007557660064,180.0
327,175.0208941560017,180.0,180.0,167.23443421894137,168.6900675259798,169.15969454566945,168.8290222564112,168.64491719685978,171.73282666448938,166.32869286780416,177.82525588538996,172.42146452514024,172.07926009835893,174.8055710922652,166.6075022462489,174.9575489308291,174.9575489308291,174.7376046004049,171.86989764584402,180.0
328,175.0208941560017,180.0,180.0,167.23443421894137,168.6900675259798,169.15969454566945,168.8290222564112,168.64491719685978,168.36636600105956,174.9575489308291,171.8019311539837,177.53188208617146,180.0,172.07926009835893,168.4951846737412,171.43085812016236,169.69515353123398,171.86989764584402,169.69515353123398,180.0
329,177.51044707800085,177.51044707800085,172.18470645323313,180.0,163.73979529168807,172.8749836510982,165.11373315098245,172.26640190097714,164.74488129694222,174.9575489308291,174.7376046004049,174.5962086397503,177.27368900609375,177.27368900609375,172.42146452514024,180.0,171.86989764584402,171.86989764584402,169.69515353123398,180.0
330,175.0208941560017,180.0,180.0,167.23443421894137,168.6900675259798,168.6900675259798,169.29864927610086,172.26640190097714,164.74488129694222,180.0,161.565051177078,174.8055710922652,177.53188208617146,169.14358665193774,177.82525588538996,176.91234871501493,174.9575489308291,166.75948008481282,174.8055710922652,180.0
331,177.51044707800085,177.51044707800085,172.18470645323313,180.0,163.73979529168807,169.15969454566945,168.8290222564112,175.9816910064059,161.02959219151347,180.0,164.29136217098426,180.0,180.0,172.07926009835893,177.06432655357884,174.7376046004049,174.9575489308291,171.86989764584402,169.69515353123398,180.0
